line number,Character,Character pinyin,Character EN translation,Character HE translation ,Related Sentence,Sentence Pinyin,Sentence EN Translation,Sentence HE Translation,Apearances in sentences,Group,Sentence Length
784,道,dào,road,כְּבִישׁ,他沿着小道慢慢走,tā yán zhuó xiǎo dào màn màn zǒu,He walked slowly along the path,הוא הלך לאט לאורך השביל,9,Group 1,8
785,量,liàng,quantity,כַּמוּת,我们测量了水的量,wǒ mén cè liáng liǎo shuǐ de liáng,We measured the amount of water,מדדנו את כמות המים,8,Group 1,8
786,五,wǔ,five,חָמֵשׁ,我每天早上五点起床,wǒ měi tiān zǎo shàng wǔ diǎn qǐ chuáng,I get up at five o'clock every morning,אני קם בחמש כל בוקר,6,Group 1,9
787,儿,ér,Son,בֵּן,孩子是父母的宝贝儿,hái zǐ shì fù mǔ de bǎo bèi ér,Children are their parents' treasures,ילדים הם האוצרות של הוריהם,14,Group 1,9
788,劳,láo,labor,עֲבוֹדָה,体力劳动对健康有益,tǐ lì láo dòng duì jiàn kāng yǒu yì,Physical labor is good for your health,עבודה פיזית טובה לבריאות שלך,2,Group 1,9
789,印,yìn,print,הֶדפֵּס,印章需要盖在文件上,yìn zhāng xū yào gài zài wén jiàn shàng,The seal needs to be stamped on the document,החותם צריך להיות מוטבע על המסמך,3,Group 1,9
790,卷,juǎn,roll,גָלִיל,请把书卷好放回书架,qǐng bǎ shū juàn hǎo fàng huí shū jià,Please roll up the book and put it back on the shelf.,בבקשה גלגלו את הספר והחזירו אותו למדף.,1,Group 1,9
791,唱,chàng,Sing,לָשִׁיר,她喜欢在浴室里唱歌,tā xǐ huān zài yù shì lǐ chàng gē,She likes to sing in the bathroom,היא אוהבת לשיר בשירותים,5,Group 1,9
792,啡,fēi,coffee,קָפֶה,我每天早上都喝咖啡,wǒ měi tiān zǎo shàng dū hē kā fēi,I drink coffee every morning,אני שותה קפה כל בוקר,2,Group 1,9
793,失,shī,lose,לְאַבֵּד,他不小心失去了钥匙,tā bù xiǎo xīn shī qù liǎo yuè chí,He accidentally lost his key,הוא איבד בטעות את המפתח שלו,2,Group 1,9
794,始,shǐ,beginning,רֵאשִׁית,我们从早晨开始工作,wǒ mén cóng zǎo chén kāi shǐ gōng zuò,We start working in the morning,אנחנו מתחילים לעבוד בבוקר,4,Group 1,9
795,季,jì,season,עוֹנָה,春季是赏花的好时节,chūn jì shì shǎng huā de hǎo shí jié,Spring is a good time to enjoy flowers,האביב הוא זמן טוב ליהנות מפרחים,4,Group 1,9
796,导,dǎo,guide,מַדְרִיך,导游带我们参观景点,dǎo yóu dài wǒ mén cān guān jǐng diǎn,The tour guide took us to visit the attractions,מדריך הטיולים לקח אותנו לבקר באטרקציות,6,Group 1,9
797,屉,tì,drawer,מְגֵרָה,抽屉里放着一些文具,chōu tì lǐ fàng zhuó yī xiē wén jù,There are some stationery in the drawer,יש כמה ניירת במגירה,2,Group 1,9
798,幕,mù,screen,מָסָך,剧场的幕布缓缓拉开,jù cháng de mù bù huǎn huǎn lā kāi,The theater curtain slowly opens,מסך התיאטרון נפתח לאט,2,Group 1,9
799,底,dǐ,end,סוֹף,箱子底部放着一本书,xiāng zǐ dǐ bù fàng zhuó yī běn shū,There is a book at the bottom of the box,יש ספר בתחתית הקופסה,1,Group 1,9
800,木,mù,Wood,עֵץ,树木在风中轻轻摇动,shù mù zài fēng zhōng qīng qīng yáo dòng,The trees sway gently in the wind,העצים מתנדנדים בעדינות ברוח,4,Group 1,9
801,末,mò,end,סוֹף,学期末我们要交报告,xué qī mò wǒ mén yào jiāo bào gào,We have to submit a report at the end of the semester,עלינו להגיש דוח בסוף הסמסטר,2,Group 1,9
802,杰,jié,Jay,עוֹרְבָנִי,他是班上的杰出学生,tā shì bān shàng de jié chū xué shēng,He is an outstanding student in the class,הוא תלמיד מצטיין בכיתה,3,Group 1,9
803,染,rǎn,dye,צֶבַע,他把衣服染成了蓝色,tā bǎ yī fú rǎn chéng liǎo lán sè,He dyed his clothes blue,הוא צבע את בגדיו בכחול,2,Group 1,9
804,氛,fēn,atmosphere,אַטמוֹספֵרָה,节日的氛围非常热闹,jié rì de fēn wéi fēi cháng rè nào,The festive atmosphere is very lively,האווירה החגיגית תוססת מאוד,3,Group 1,9
805,池,chí,Pool,פּוּל,花园里有一个小池塘,huā yuán lǐ yǒu yī gè xiǎo chí táng,There is a small pond in the garden,יש בריכה קטנה בגינה,4,Group 1,9
806,火,huǒ,fire,אֵשׁ,篝火在夜晚熊熊燃烧,gōu huǒ zài yè wǎn xióng xióng rán shāo,Bonfire burning brightly at night,מדורה בוערת בלילה,4,Group 1,9
807,班,bān,class,מַחלָקָה,我们班今天组织郊游,wǒ mén bān jīn tiān zǔ zhī jiāo yóu,Our class is organizing an outing today,הכיתה שלנו מארגנת היום טיול,5,Group 1,9
808,直,zhí,straight,יָשָׁר,这条路一直向前直行,zhè tiáo lù yī zhí xiàng qián zhí xíng,This road goes straight ahead,הכביש הזה הולך ישר קדימה,4,Group 1,9
809,箱,xiāng,box,קוּפסָה,行李箱里装满了衣物,xíng lǐ xiāng lǐ zhuāng mǎn liǎo yī wù,The suitcase is full of clothes,המזוודה מלאה בבגדים,5,Group 1,9
810,糕,gāo,cake,עוּגָה,妈妈做了美味的蛋糕,mā mā zuò liǎo měi wèi de dàn gāo,Mom made a delicious cake,אמא הכינה עוגה טעימה,4,Group 1,9
811,组,zǔ,Group,קְבוּצָה,我们组成了学习小组,wǒ mén zǔ chéng liǎo xué xí xiǎo zǔ,We formed a study group,הקמנו קבוצת לימוד,5,Group 1,9
812,置,zhì,Place,מָקוֹם,我把书置放在书架上,wǒ bǎ shū zhì fàng zài shū jià shàng,I put the books on the bookshelf,שמתי את הספרים על מדף הספרים,5,Group 1,9
813,耳,ěr,Ear,אֹזֶן,她的耳朵上戴着耳环,tā de ěr duǒ shàng dài zhuó ěr huán,She wears earrings in her ears,היא עונדת עגילים באוזניה,4,Group 1,9
814,舒,shū,Shu,שו,这张椅子坐着很舒适,zhè zhāng yǐ zǐ zuò zhuó hěn shū shì,This chair is very comfortable to sit on,הכיסא הזה מאוד נוח לישיבה,3,Group 1,9
815,英,yīng,Britain,בְּרִיטַנִיָה,他是一位英勇的战士,tā shì yī wèi yīng yǒng de zhàn shì,He is a brave warrior,הוא לוחם אמיץ,5,Group 1,9
816,蛋,dàn,Egg,בֵּיצָה,早餐我吃了两个鸡蛋,zǎo cān wǒ chī liǎo liǎng gè jī dàn,I had two eggs for breakfast,אכלתי שתי ביצים לארוחת הבוקר,4,Group 1,9
817,证,zhèng,certificate,תְעוּדָה,请出示你的身份证明,qǐng chū shì nǐ de shēn fèn zhèng míng,Please show your ID,אנא הצג את תעודת הזהות שלך,6,Group 1,9
818,读,dú,read,לִקְרוֹא,我喜欢在图书馆读书,wǒ xǐ huān zài tú shū guǎn dú shū,I like reading in the library,אני אוהב לקרוא בספרייה,6,Group 1,9
819,谱,pǔ,spectrum,ספֵּקטרוּם,他正在谱写新的乐谱,tā zhèng zài pǔ xiě xīn de lè pǔ,He is composing new music.,הוא מלחין מוזיקה חדשה.,2,Group 1,9
820,餐,cān,meal,אֲרוּחָה,今天的晚餐非常丰盛,jīn tiān de wǎn cān fēi cháng fēng shèng,Tonight's dinner is very sumptuous,ארוחת הערב מפנקת מאוד,6,Group 1,9
821,伟,wěi,Wei,ווי,他是一个伟大的科学家,tā shì yī gè wěi dà de kē xué jiā,He is a great scientist,הוא מדען גדול,3,Group 1,10
822,卫,wèi,guard,מִשׁמָר,保安负责校园的安全卫,bǎo ān fù zé xiào yuán de ān quán wèi,Security guards are responsible for the safety of the campus,המאבטחים אחראים לבטיחות הקמפוס,2,Group 1,10
823,原,yuán,Original,מְקוֹרִי,这座山的风景非常原始,zhè zuò shān de fēng jǐng fēi cháng yuán shǐ,The scenery of this mountain is very primitive,הנוף של ההר הזה מאוד פרימיטיבי,3,Group 1,10
824,哥,gē,elder brother,אח בכור,哥哥正在辅导弟弟作业,gē gē zhèng zài fǔ dǎo dì dì zuò yè,The elder brother is helping his younger brother with his homework,האח הבכור עוזר לאחיו הצעיר בשיעורי הבית,4,Group 1,10
825,商,shāng,business,עֵסֶק,商店里摆满了各种商品,shāng diàn lǐ bǎi mǎn liǎo gè zhǒng shāng pǐn,The store is filled with various goods,החנות מלאה בסחורות שונות,8,Group 1,10
826,姨,yí,Aunt,דוֹדָה,我姨每年都会来看我们,wǒ yí měi nián dū huì lái kàn wǒ mén,My aunt comes to visit us every year,דודה שלי באה לבקר אותנו כל שנה,3,Group 1,10
827,式,shì,Mode,מצב,这是一种新的工作式样,zhè shì yī zhǒng xīn de gōng zuò shì yàng,This is a new way of working,זוהי דרך עבודה חדשה,2,Group 1,10
828,引,yǐn,lead,עוֹפֶרֶת,导游引领我们参观景点,dǎo yóu yǐn lǐng wǒ mén cān guān jǐng diǎn,The tour guide led us to visit the attractions,מדריך הטיולים הוביל אותנו לביקור באטרקציות,2,Group 1,10
829,微,wēi,micro,מיקרו,微风吹过，感觉很舒服,wēi fēng chuī guò ， gǎn jué hěn shū fú,The breeze blows and it feels very comfortable,הרוח נושבת וזה מרגיש מאוד נוח,3,Group 1,10
830,户,hù,household,בַּיִת,这个户型设计得很合理,zhè gè hù xíng shè jì dé hěn hé lǐ,This apartment is well designed,דירה זו מעוצבת היטב,3,Group 1,10
831,护,hù,Protect,לְהַגֵן,医生护送病人去手术室,yī shēng hù sòng bìng rén qù shǒu shù shì,Doctor escorting patient to operating room,רופא מלווה את החולה לחדר ניתוח,4,Group 1,10
832,政,zhèng,Politics,פּוֹלִיטִיקָה,政府正在制定新的政策,zhèng fǔ zhèng zài zhì dìng xīn de zhèng cè,The government is formulating new policies,הממשלה מגבשת מדיניות חדשה,4,Group 1,10
833,星,xīng,star,כּוֹכָב,夜空中闪烁着许多星星,yè kōng zhōng shǎn shuò zhuó xǔ duō xīng xīng,There are many stars twinkling in the night sky,יש הרבה כוכבים מנצנצים בשמי הלילה,5,Group 1,10
834,毛,máo,hair,שֵׂעַר,这只小猫的毛非常柔软,zhè zhī xiǎo māo de máo fēi cháng róu ruǎn,This kitten's fur is very soft,פרוות החתלתול הזה רכה מאוד,2,Group 1,10
835,江,jiāng,River,נָהָר,长江是中国最长的河流,cháng jiāng shì zhōng guó zuì cháng de hé liú,The Yangtze River is the longest river in China,נהר היאנגצה הוא הנהר הארוך ביותר בסין,2,Group 1,10
836,环,huán,ring,טַבַּעַת,我们走了一圈环形跑道,wǒ mén zǒu liǎo yī quān huán xíng pǎo dào,We walked around the circular track,הסתובבנו במסלול המעגלי,3,Group 1,10
837,研,yán,research,מֶחקָר,他在实验室里进行研究,tā zài shí yàn shì lǐ jìn xíng yán jiū,He conducts research in the laboratory,הוא עורך מחקר במעבדה,11,Group 1,10
838,绍,shào,Shao,שאו,他在会上介绍了项目绍,tā zài huì shàng jiè shào liǎo xiàng mù shào,He introduced the project at the meeting,הוא הציג את הפרויקט בפגישה,4,Group 1,10
839,考,kǎo,Test,מִבְחָן,明天有一次重要的考试,míng tiān yǒu yī cì zhòng yào de kǎo shì,There is an important exam tomorrow,מחר יש מבחן חשוב,8,Group 1,10
840,营,yíng,camp,מַחֲנֶה,夏令营里孩子们很开心,xià líng yíng lǐ hái zǐ mén hěn kāi xīn,The children are very happy in the summer camp,הילדים מאוד שמחים בקייטנה,4,Group 1,10
841,观,guān,View,נוֹף,我们一起去参观博物馆,wǒ mén yī qǐ qù cān guān bó wù guǎn,Let's go visit the museum together,בואו נלך יחד לבקר במוזיאון,3,Group 1,10
842,视,shì,See,לִרְאוֹת,他专心视屏幕上的内容,tā zhuān xīn shì píng mù shàng de nèi róng,He focused on the content on the screen,הוא התמקד בתוכן שעל המסך,6,Group 1,10
843,趣,qù,interest,אִינטֶרֶס,阅读给人带来很多趣味,yuè dú gěi rén dài lái hěn duō qù wèi,Reading brings a lot of fun,קריאה מביאה הרבה כיף,10,Group 1,10
844,边,biān,side,צַד,河的那一边有一片树林,hé de nà yī biān yǒu yī piàn shù lín,There is a forest on the other side of the river,יש יער בצד השני של הנהר,11,Group 1,10
845,院,yuàn,hospital,בֵּית חוֹלִים,医院的院子里种满了花,yī yuàn de yuàn zǐ lǐ zhǒng mǎn liǎo huā,The hospital yard is full of flowers,חצר בית החולים מלאה בפרחים,6,Group 1,10
846,面,miàn,noodle,אִטְרִיָה,桌子上放着一张白纸面,zhuō zǐ shàng fàng zhuó yī zhāng bái zhǐ miàn,There is a piece of white paper on the table,יש פיסת נייר לבן על השולחן,12,Group 1,10
847,世,shì,World,עוֹלָם,世界上有很多美丽的风景,shì jiè shàng yǒu hěn duō měi lì de fēng jǐng,There are many beautiful scenery in the world,יש הרבה נופים יפים בעולם,3,Group 1,11
848,企,qǐ,Enterprise,מִפְעָל,这家公司是一家大型企业,zhè jiā gōng sī shì yī jiā dà xíng qǐ yè,This company is a large enterprise,חברה זו היא מפעל גדול,1,Group 1,11
849,使,shǐ,make,לַעֲשׂוֹת,老师的话使大家受益匪浅,lǎo shī de huà shǐ dà jiā shòu yì fěi qiǎn,The teacher's words benefited everyone a lot,דברי המורה הועילו רבות לכולם,6,Group 1,11
850,傲,ào,proud,גֵאֶה,他因成绩优异而感到傲慢,tā yīn chéng jì yōu yì ér gǎn dào ào màn,He felt arrogant because of his good grades,הוא הרגיש יהיר בגלל הציונים הטובים שלו,2,Group 1,11
851,剧,jù,drama,דְרָמָה,昨晚看了一出精彩的戏剧,zuó wǎn kàn liǎo yī chū jīng cǎi de xì jù,I watched a wonderful play last night.,צפיתי במחזה נפלא אתמול בלילה.,1,Group 1,11
852,及,jí,and,ו,请将报告及附件一并提交,qǐng jiāng bào gào jí fù jiàn yī bìng tí jiāo,Please submit the report and attachments together,"נא לשלוח את הדו""ח והקבצים המצורפים ביחד",2,Group 1,11
853,垃,lā,garbage,אַשׁפָּה,垃圾桶放在门口方便使用,lā jī tǒng fàng zài mén kǒu fāng biàn shǐ yòng,Trash can is placed at the door for easy use,פח אשפה ממוקם ליד הדלת לשימוש קל,3,Group 1,11
854,基,jī,base,בָּסִיס,这个项目的基础非常扎实,zhè gè xiàng mù de jī chǔ fēi cháng zā shí,The foundation of this project is very solid,הבסיס של הפרויקט הזה מוצק מאוד,2,Group 1,11
855,复,fù,complex,מוּרכָּב,他复习了功课，准备考试,tā fù xí liǎo gōng kè ， zhǔn bèi kǎo shì,He reviewed his lessons and prepared for the exam,הוא בחן את שיעוריו והתכונן לבחינה,1,Group 1,11
856,奖,jiǎng,award,פְּרָס,她因努力学习获得了奖品,tā yīn nǔ lì xué xí huò dé liǎo jiǎng pǐn,She won a prize for her hard work,היא זכתה בפרס על עבודתה הקשה,3,Group 1,11
857,宴,yàn,feast,חַג,晚宴上大家尽情享用美食,wǎn yàn shàng dà jiā jìn qíng xiǎng yòng měi shí,Everyone enjoyed delicious food at the dinner,כולם נהנו מאוכל טעים בארוחת הערב,3,Group 1,11
858,州,zhōu,state,מְדִינָה,他来自美国加利福尼亚州,tā lái zì měi guó jiā lì fú ní yà zhōu,"He is from California, USA","הוא מקליפורניה, ארה""ב",4,Group 1,11
859,左,zuǒ,Left,שְׁמֹאל,请把书放在左边的架子上,qǐng bǎ shū fàng zài zuǒ biān de jià zǐ shàng,Please put the book on the shelf on the left,נא לשים את הספר על המדף בצד שמאל,6,Group 1,11
860,巧,qiǎo,skillful,מְיוּמָן,他手工制作的工艺品很巧,tā shǒu gōng zhì zuò de gōng yì pǐn hěn qiǎo,His handmade crafts are very clever,מלאכת היד שלו מאוד חכמה,2,Group 1,11
861,相,xiāng,Mutually,הֲדָדִית,他们相互帮助，非常友好,tā mén xiāng hù bāng zhù ， fēi cháng yǒu hǎo,They help each other and are very friendly,הם עוזרים אחד לשני והם מאוד ידידותיים,6,Group 1,11
862,东,dōng,East,מִזְרָח,我们计划去东边的海边旅行,wǒ mén jì huá qù dōng biān de hǎi biān lǚ xíng,We plan to travel to the east coast,אנחנו מתכננים לנסוע לחוף המזרחי,10,Group 1,12
863,传,chuán,pass,לַעֲבוֹר,他传递了重要的信息给大家,tā chuán dì liǎo zhòng yào de xìn xī gěi dà jiā,He delivered important information to everyone.,הוא העביר מידע חשוב לכולם.,5,Group 1,12
864,频,pín,frequency,תֶדֶר,电视台每天播放不同的频道频,diàn shì tái měi tiān bō fàng bù tóng de pín dào pín,The TV station broadcasts different channels every day.,תחנת הטלוויזיה משדרת מדי יום ערוצים שונים.,2,Group 1,13
